step,t,t_over_T1,concurrence,xi2_ku,xi2_win,norm_j,fid_gg,fid_ge,fid_eg,fid_ee,fid_plusplus,fid_plusminus,fid_minusplus,fid_minusminus,fid_phi_plus,fid_phi_minus,fid_psi_plus,fid_psi_minus,best_match_label,steady_state_label,steady_state_fidelity,steady_state_close_to_one
0,0.0,0.0,0.0,0.9999999999999996,1.0,0.9999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,1.0000000109457934,0.0,0.0,0.0,0.7071067811865472,0.0,0.7071067811865472,0.0,ee,ee,0.9999999999811922,True
1,0.001,0.001,1.0119762016216893e-12,0.9980003246670529,1.00000328592267,0.9989980206816914,0.502691382794279,0.5004895535318445,0.5004895535318445,0.4963081575748731,0.9994892178568504,0.02258685433588963,0.022586854336342894,0.0010000000030596773,0.7063993493960916,0.004513622023135721,0.7070923753062479,0.0316221310600351,ee,ee,0.9999999999811922,True
2,0.002,0.002,0.0,0.9960039456867643,0.9999702851456527,0.9980148008313353,0.4562439297565416,0.49916410175061743,0.49916410175061743,0.5417673629956922,0.9971753128573955,0.05310890463506615,0.05310890463506615,0.0005608917021361437,0.7057015312704331,0.06046284185628136,0.7045170294284319,0.044557336077680476,ee,ee,0.9999999999811922,True
3,0.003,0.003,0.0,0.9940367109462784,0.9999465893955676,0.9970405236918262,0.44171689502517697,0.4982590763998225,0.4982590763998225,0.5553034937938965,0.9952863052269246,0.06855087639005687,0.06855087671123324,0.0025996778272178067,0.7050096950957222,0.08023163585162561,0.7025403081735394,0.054418101960986856,ee,ee,0.9999999999811922,True
4,0.004,0.004,5.230764687494047e-13,0.992159877327613,0.9999226547505147,0.9961107479174689,0.41597460166669376,0.49520601165574685,0.49520601165574685,0.5800923571365613,0.9912816683771779,0.0930772303229207,0.09307723009977756,0.005823451672229528,0.7043490862808849,0.11590675955780945,0.697542560210272,0.0623888183513859,ee,ee,0.9999999999811922,True
5,0.005,0.005,3.522425949011032e-13,0.9902287233620816,0.9999319513388673,0.995136227702824,0.41258762940883253,0.4952060160197513,0.4952060160197513,0.5825061814732022,0.9903061589945958,0.09811666896420719,0.09811666889649806,0.006321808801223202,0.7036647842410344,0.1199911756298059,0.6968515751370422,0.06968413616693121,ee,ee,0.9999999999811922,True
6,0.006,0.006,3.885360119033031e-14,0.9882474819954753,0.999979311196005,0.9941166571770809,0.41874532507205203,0.49679689894540435,0.49679689894540435,0.5753590488788375,0.990898042729967,0.09510959440985456,0.09510959505297371,0.00542381208343308,0.7029559065334222,0.11062854905598925,0.6983991152154806,0.07650485912524879,ee,ee,0.9999999999811922,True
7,0.007,0.007,0.0,0.9864434433207256,0.9999652601022287,0.9932158443438388,0.40142527141388024,0.4943098021490467,0.4943098021490467,0.5917545018578505,0.9874847567007439,0.11137610791165922,0.1113761078880275,0.008038021185453846,0.7023198575951471,0.13439663919262376,0.6942172162758046,0.08213901404041732,ee,ee,0.9999999999811922,True
8,0.008,0.008,0.0,0.9848481481869712,0.9999653970565194,0.9924123276194436,0.37624010468041164,0.489311626588428,0.489311626588428,0.6161100938962502,0.9816347622631496,0.13459003274291642,0.134590034889461,0.012815891066548355,0.7017546974253959,0.16937712009644074,0.686521224135012,0.08683515786471914,ee,ee,0.9999999999811922,True
9,0.009000000000000001,0.009000000000000001,2.496795630489712e-14,0.9830010505799656,0.999992145758259,0.9914679880704619,0.37347352957492663,0.48921715316814535,0.48921715316814535,0.6179406741742743,0.9805938795975333,0.13830959674095256,0.1383095963936298,0.013288167382268085,0.7010970211025159,0.17261552969906377,0.6857141378932705,0.09199438570466038,ee,ee,0.9999999999811922,True
10,0.01,0.01,0.0,0.9811303787477733,1.0000304236367232,0.9905051893360562,0.37259228866524124,0.48959352748885665,0.48959352748885665,0.6178764780352408,0.9800137405966731,0.1403475874703488,0.1403475883337134,0.013348904451847988,0.7004289635538062,0.17319244542761136,0.6855686525090126,0.09694981699281512,ee,ee,0.9999999999811922,True
11,0.011,0.011,0.0,0.9788714554130873,1.000125207187236,0.9893173954880098,0.39271213498360935,0.49487265862553986,0.49487265862553986,0.5966399940721328,0.9841847930785278,0.12507393195674252,0.12507393273988837,0.00966177099823467,0.6996124379181444,0.14402965041966054,0.69228278889482,0.10267636880134645,ee,ee,0.9999999999811922,True
12,0.012,0.012,0.0,0.9771963810712669,1.0001368762606837,0.9884647916795262,0.3800318406508783,0.4926257156787803,0.4926257156787803,0.6084534563920597,0.9810563337751592,0.13672588347166234,0.13672588399597416,0.011855428596552474,0.6990178376888485,0.16128816167575716,0.6884665052878421,0.10664925031525675,ee,ee,0.9999999999811922,True
13,0.013000000000000001,0.013000000000000001,1.632297541489386e-14,0.9751137938689747,1.0002210045745816,0.9873694024410382,0.3885496203344148,0.4951533073743636,0.4951533073743636,0.5988953138324258,0.9825428719205089,0.1313291328478268,0.1313291342591101,0.010716353010848528,0.6982663255617713,0.14856157975371617,0.6913244224104048,0.1114636200132668,ee,ee,0.9999999999811922,True
14,0.014,0.014,3.683658196182438e-15,0.9734234097572931,1.00024683407777,0.9865004789562237,0.37876400099620416,0.49351167374504135,0.49351167374504135,0.6078077716713424,0.9800125543946212,0.14039666712836998,0.14039666562865682,0.012367760604868579,0.6976639625216811,0.16173265333036926,0.6883622221234386,0.11517376176259034,ee,ee,0.9999999999811922,True
15,0.015,0.015,7.719337186606542e-14,0.9709927550606693,1.0003506359839693,0.9852169351965119,0.4007787207833485,0.4988169665921302,0.4988169665921302,0.5845850533899354,0.9841445675691544,0.1251902142001467,0.12519021514232948,0.010690848584711563,0.696784790419527,0.1298238185451555,0.6950868841233685,0.12037838609989474,ee,ee,0.9999999999811922,True
16,0.016,0.016,0.0,0.9687834047053923,1.0004554300074482,0.9840438976602381,0.4140283801948132,0.501706980024624,0.501706980024624,0.5702286495629642,0.9859432532702537,0.11788078054674091,0.1178807798454513,0.011143421380807794,0.6959843590863652,0.11039014582961547,0.698436837304359,0.12492306395194143,ee,ee,0.9999999999811922,True
17,0.017,0.017,5.603167669426812e-13,0.9668116154356976,1.0005265890443213,0.9830070045442202,0.41475665948234713,0.5023872412824073,0.5023872412824073,0.5684989296457368,0.9856250276426073,0.11916526934900376,0.11916526905955148,0.011941691515555686,0.6952745492855106,0.10866195612602357,0.6987077924933037,0.1288149879316438,ee,ee,0.9999999999811922,True
18,0.018000000000000002,0.018000000000000002,9.224470688164177e-14,0.9653727740502219,1.0005606650800103,0.9822585334508426,0.39371847567154983,0.49916017212090574,0.49916017212090574,0.5887817991848306,0.9816013269607327,0.13471879200103618,0.13471879200103618,0.012670598051428936,0.6947589292481643,0.13779795124166025,0.6935500880495947,0.1315675880676685,ee,ee,0.9999999999811922,True
19,0.019,0.019,3.258174403831995e-14,0.9630453318123654,1.000682047934501,0.9810142386459481,0.4088653128068475,0.5025482480073071,0.5025482480073071,0.5724680539846136,0.9838518916935433,0.1262114664846912,0.12621146619154494,0.013297440421411049,0.6939134849439141,0.11564857224611035,0.6975854125033262,0.13595615253820556,ee,ee,0.9999999999811922,True
